流水號,課程名稱,授課老師,課程大綱
12193,中華民國憲法及政府一,湯德宗,"|**課程資訊**        課程名稱| 中華民國憲法及政府一  The Constitution & Government of the Republic of China (Ⅰ)  |    開課學期| 108-1    授課對象| 政治理論組    授課教師| [湯德宗](teacher.php?op=s2&td=341028)    課號| PS1031    課程識別碼| 302 24410    班次| 01    學分| 2.0    全/半年| 半年    必/選修| 必帶    上課時間| 星期四8,9(15:30~17:20)    上課地點| 社科403    備註| 總人數上限：100人  外系人數限制：20人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=3021&cou_code=30224410)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|身為法治國家的主人翁，且為主持正義的法律人，必須瞭解憲法。    本課程希望經由淺近通俗的語言、鮮活有趣的事例，引領學子一窺憲法學堂奧。上課方法將力求實踐兩項原則：    一、見樹亦見林。講授範圍將儘量涵蓋憲法上所有的條文，並深入解析重要的大法官解釋。以期兼採大陸法系與英美法系的優點，兼顧教學的廣度與深度。    二、講授與討論並重。為改正國人好於私下物議，怯於公開論辯的劣習，培養理性思辨、積極參與的能力，本課程除由教師講授外，將選擇時事相關議題，由同學分組提出評論。    課程目標| 對人權基本理念之瞭解，並理解我國人權體系及其救濟程序。    課程要求| 上課出席並參與討論  平時筆試與期末筆試    Office Hours|    參考書目| 湯德宗，《對話憲法．憲法對話》下冊（天宏：增訂三版，民國2016/09）。  吳庚＆陳淳文，《憲法理論與政府體制》（2014/09 增訂版）。  湯德宗，《憲法結構與動態平衡：權力分立新論 卷一》（天宏：增訂四版2014）。  湯德宗，《違憲審查與動態平衡：權力分立新論 卷二》（天宏：增訂四版2014）。    個人網頁：http://idv.sinica.edu.tw/dennis/      課外讀物書目  (得於上學期期末考前，以電子檔寄交讀書心得，每篇以800字為原則，列入學期總成績酌予加分項目)  黃仁宇，《中國大歷史》（聯經，1993）  韋政通，《毛澤東與文化大革命》（立緒，2001）  齊邦媛，《巨流河》（天下，2009）  李一冰，《蘇東坡新傳》（聯經，1996）  許仁圖，《論語一章》（河洛，2011）    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
23528,資料礦掘,張瑞益,"|**課程資訊**        課程名稱| 資料礦掘  Data Mining  |    開課學期| 108-1    授課對象| 工學院  工程科學及海洋工程學研究所    授課教師| [張瑞益](teacher.php?op=s2&td=505054)    課號| ESOE5078    課程識別碼| 525 U6230    班次|    學分| 3.0    全/半年| 半年    必/選修| 選修    上課時間| 星期三7,8,9(14:20~17:20)    上課地點| 工科207    備註| 總人數上限：52人    Ceiba 課程網頁| <http://ceiba.ntu.edu.tw/1081ESOE5078_>    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=525D&cou_code=525U6230)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|對資料礦掘的原理做介紹，討論以計算機程式求解資料礦掘之相關問題，並探討資料礦掘的應用，對現今資料礦掘的文獻做討論，以幫助學生了解資料礦掘，充實資料礦掘之相關知識與技能。  增加：網路教材與實驗室相關研究整理  使用：實驗室的大數據資料分析平台    課程目標| 對data mining的原理做詳細介紹,並幫助學生了解data mining的原理和應用    課程要求| 因為有實習課程，建議能修過電腦概論。作業會分兩組，資訊工程專業以python程式開發為主，非資訊工程專業以資料分析應用為主。    Office Hours|    參考書目|    指定閱讀|    評量方式  (僅供參考)|   |No.|項目|百分比|說明    |||    1. | 專題報告2  |50%|    2. | 專題報告1  |50%|      **課程進度**        週次|日期|單元主題    ||    第1週|   | 提醒！以下只是基本情況，實際每週上課內容以助教所規劃，加入上機實習與作業報告之後的情況為主！    第2週|   | 內容:Python基本教學與應用（投影片內容隨時都在更新補充，以上課為準）    第3週|   | 內容3    第4週|   | 內容4    第5週|   | 內容5    第6週|   | 內容6    第7週|   | 內容7    第8週|   | 內容8    第10週|   | 期末專案說明(11/29)    第11週|   | 報告    第12週|   | 報告&工具介紹    第13週|   | 報告&工具介紹    第14週|   | 報告&工具介紹    第15週|   | 報告&工具介紹    第16週|   | 報告    第17週|   | 報告"
23336,一般病房臨床藥學實習(一),林淑文,"|**課程資訊**        課程名稱| 一般病房臨床藥學實習(一)  APPE — General Ward (Ⅰ)  |    開課學期| 108-1    授課對象| 醫學院  藥學系    授課教師| [林淑文](teacher.php?op=s2&td=451002)    課號| PHARM5054    課程識別碼| 423 U3410    班次|    學分| 3.0    全/半年| 半年    必/選修| 必修    上課時間|    上課地點|    備註|群組1，至少修習12學分。與朱蓁蓁、溫明芳合開。與李啟明、吳瑞美、陳永銘、郭斐然、劉言彬、劉文俊、陳人豪、林靜嫻、姚建安、陸鳳屏、林坤霈、黃織芬、林欣儀、徐莞曾、吳建志、林慧玲、沈麗娟、林芳如、王維典合授  限學士班六年級以上 且 限本系所學生(含輔系、雙修生)  總人數上限：60人    |    課程簡介影片|    核心能力關聯|  本課程尚未建立核心能力關連    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|此課程為進階藥學實習（APPE）中的醫院藥學實習之一，主要是在一般病房進行臨床實習。  每單位6學分或3學分，須至少修習9學分（9週）。  藉由實習過程，培養學生具備藥師執業的能力，啟發訓練學生運用基本知識(包括藥化、藥理、藥劑、調劑、藥動、臨床藥學及處理問題之原則)，與醫療團隊合作提供病人合理藥物治療，落實以病人為導向的藥事服務。    課程目標| 在完成實習後，學生應能具備下列能力：  1\. 參與藥物治療時與醫師、藥師、護理師、病人及其他醫療人員溝通合作。  2\. 能經由病人訪視、病歷、檢驗數據等辨認藥品相關問題，如療效、不良反應或藥品交互作用。  3\. 經由臨床課程、病房教學、臨床迴診、案例報告、臨床研討會等，增加對合理藥物治療的知識，暸解如何選擇藥品及使用時機，認識治療學上的替代方案。  4\. 能制定療劑監測計畫，尤其與藥動學相關者  5\. 取得、評估及傳達針對個別病人或一般藥物問題之資料，提供正確藥品資訊。    課程要求| 基本實習事項  1\. 參與病房晨會、迴診、上課及討論會。  2\. 對於醫療上的任何建議，一定要經由臨床實習指導教師（preceptor）的確認。  3\. 學習各病房病人常見疾病與治療。  4\. 學習各病房常用藥物之用法及注意事項。  5\. 建立新入院病人之用藥史，完成medication reconciliation。  6\. 針對特殊藥品或毒劇藥品進行監測。  7\. 依據病人之肝、腎功能調整藥品與劑量。  8\. 依據病人個別狀況提出藥物治療計畫及建議。  9\. 提供醫療相關資訊，包括回答藥品諮詢問題，應有效的溝通讓其他醫療人員知道，輔以書面參考資料，以協助醫療團隊對病人的照護。  10\. 避免及偵測藥物交互作用，並提出改善方法。  11\. 隨時報告不良反應病例，並提出處置方法。  12\. 對移植病人、使用warfarin或吸入劑之病人給予用藥教育。  13\. 對將出院病人做出院用藥指導。  14\. 對於自己從事的任何藥事照顧應依現成記錄表加以記錄，做質與量的統計，以證明對病人用藥及醫療團隊的貢獻。  15\. 完成實習單位所指定之工作。  16\. 對臨床上常見的問題，構思解決的辦法，包括研究等。    Office Hours|    參考書目| 待補    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
65801,進階獨立研究五,林克忠,"|**課程資訊**        課程名稱| 進階獨立研究五  Advanced Independent Study (Ⅴ)  |    開課學期| 108-1    授課對象| 職能治療學研究所    授課教師| [林克忠](teacher.php?op=s2&td=409014)    課號| OT8006    課程識別碼| 429 D0250    班次| 01    學分| 2.0    全/半年| 半年    必/選修| 選修    上課時間|    上課地點|    備註| 限本系所學生(含輔系、雙修生) 且 限碩士班以上  總人數上限：20人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=429D&cou_code=429D0250)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|由指導教師指導其研究生從事其博士論文相關之小型前置型研究，以為博士論文之準備。    由指導教師以一對一方式，與接受指導的學生每週定期討論 1小時，內容包括研究主題、研究個案之取樣方法、資料收集方法，資料分析方法，並指導學生文獻查詢與研究計畫書與研究報告之撰寫    課程目標| 培養研究生科學研究之精神及研究方法，從事其博士論文相關之小型前置型研究，以為博士論文之準備。    課程要求| 由指導教師訂定課程要求    Office Hours|    參考書目| 由指導教師規定    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
83485,普通化學甲上,蔡蘊明,"|**課程資訊**        課程名稱| 普通化學甲上  General Chemistry (a)(1)  |    開課學期| 108-1    授課對象| 化學工程學系    授課教師| [蔡蘊明](teacher.php?op=s2&td=203044)    課號| Chem1005    課程識別碼| 203 101A1    班次| 02    學分| 3.0    全/半年| 全年    必/選修| 必帶    上課時間| 星期三3,4(10:20~12:10)星期五3,4(10:20~12:10)    上課地點| 普101普101    備註| 初選不開放。本課程中文授課,使用英文教科書。請依指定修習院系班次修習。詳閱化學系選課須知。初選期間不開放通識A7*課加選。  限本系所學生(含輔系、雙修生) 且 限學士班學生  總人數上限：140人    Ceiba 課程網頁| <http://ceiba.ntu.edu.tw/1081Chem1005_02>    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=2030&cou_code=203101A1)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|本課程主要為化工系所開，不開放給本學期已開有普化甲之外系學生。為控制學生人數，外系同學如果要進入這個班級必需陳述原因，並得到任課教師的同意(盡早透過e-mail詢問)，否則成績概不處理。請注意除非有很好的理由，否則同意的機會並不大。    課程目標|預期修課的學生們已具有適當的基礎化學概念，一些高中涵蓋過的東西會很快的帶過，重點是放在一些高中較少涉獵的部分。本課程總共兩學期，上學期的一個焦點將會是討論能量的問題，包括energy (E), enthalpy (H), entropy (S), 以及 free energy(G)。此外下學期的動力學與反應機構的關係也是很重要的，在動力學的部分也會加入一些與enzyme相關的資料。下學期也將著重在結構性的問題上，其中架構一個好的分子軌域理念是我們的重點。普化部分的短期目的在於提供各位進入其它化學的領域所必備的知識，然而請各位注意，普通化學是一個非常重要的基礎，因此就長期的需求而言，未來仍應利用空閒的時間把一些在高中沒有弄清楚的概念搞通。    本課程著重概念，請放下你的驕傲用全新的角度重新認識化學。雖然已有一零四學年度的課程錄影放在網上，然而我的課程與時俱進，內容細節會有所不同。    本學年將透過所選的教課書所搭載的 OWLv2教學平台輔助學習(本年度該書新版全面附加OWLv2教學平台，請注意，買舊書將會面臨困擾，自行購書者請確認同時取得平台帳號及密碼)。在此學習平台上，每章會有我指定的習題，學生必須於指定時間在線上完成並計分，而習題部分的成績將佔總成績的20%。    以下提供預期進度表以供參考：  章節 內容 日期  1 Chemists and Chemistry 9/11  2 Atoms, Molecules, and Ions. 9/18  3 Stoichiometry 9/20  4 Types of Chemical Reactions and Solution Stoichiometry 9/25, 27  5 Gases 9/27, 10/2, 4  6 Chemical Equilibrium 10/9  7 Acids and Bases 10/16, 18, 23, 25  習題講解 11/1  期中考 11/6  8 Applications of Aqueous Equlibria 10/25, 30, 11/8, 13, 20  9 Energy, Enthalpy, and Thermochemistry 11/20, 22, 27, 29, 12/4  10 Spontaneity, Entropy, and Free Energy 12/4, 6, 11, 13, 18, 20  11 Electrochemistry 12/20, 25, 27  習題講解 1/3  期末考 1/8    課程要求| 期中考： 11/06  期末考： 01/08    成績計算： 兩次考試各一百分，作業總分為50，三者加總排序    Office Hours| 另約時間    參考書目| 待補    指定閱讀| Chemical Principles by S. S. Zumdahl and D. J. DeCoste, 8th ed.; 2017,CENGAGE Learning    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
76986,免疫學,江皓森,"|**課程資訊**        課程名稱| 免疫學  Immunology  |    開課學期| 108-1    授課對象| 生命科學院  生命科學系    授課教師| [江皓森](teacher.php?op=s2&td=B01037)    課號| LS5014    課程識別碼| B21 U1230    班次|    學分| 4.0    全/半年| 半年    必/選修| 必修    上課時間| 星期二3,4(10:20~12:10)星期四3,4(10:20~12:10)    上課地點| 綜501綜501    備註| Ｃ群選擇必修。與蔡素宜、陳俊任合授  總人數上限：50人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=B21D&cou_code=B21U1230)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|免疫學是近年來發展極快速的一門學問，其領域涵蓋廣闊，觸角深入許多學門之中，舉凡生物學、化學、醫學、遺傳學、基因科學、細胞學和分子生物學等均深受其影響。其內容包括免疫系統的基本原理和現象、抗原、抗體的結構、相互作用和它們的功能、分析方法、細胞基礎、分子基礎，更進一步說明其組織相容性、細胞性免疫、Ｔ細胞調節、腸道免疫、免疫耐受性、免疫遺傳以及補體、過敏和免疫不全等單元。本課程藉由講演、報告及影片的播放，希望將人體這完美的「身體防禦系統」完整地介紹給學生，使學生能夠對免疫學這門課程有深入的瞭解進而產生興趣，並能夠與其它的課程貫通。    課程目標| 希望將人體這完美的「身體防禦系統」完整地介紹給學生，使學生能夠對免疫學這門課程有深入的瞭解進而產生興趣，並能夠與其它的課程貫通。    課程要求| 待補    Office Hours|    參考書目| Janeway’s Immunobiology, 2016, 9th edition, K Murphy (藝軒, 2918-2288)    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
22668,身體檢查與評估實習,李芸湘,"|**課程資訊**        課程名稱| 身體檢查與評估實習  Health Assessment Practice  |    開課學期| 108-1    授課對象| 醫學院  護理學系    授課教師| [李芸湘](teacher.php?op=s2&td=406064)    課號| NURSE2008    課程識別碼| 406 22610    班次|    學分| 1.0    全/半年| 半年    必/選修| 必修    上課時間| 星期一6,7(13:20~15:10)    上課地點|    備註| 實習地點：醫院技能中心。與張念慈、王雅青、陳竑卉、邱飄逸、陳真美合授  總人數上限：55人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=4060&cou_code=40622610)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|This course covers history taking and physical examination through lecture andclinical practicum in which students practice physical assessment skills oneach other. The course includes interviewing skills, obtaining a healthhistory, physical exam techniques for various body systems, and documentationof findings. The course is required for undergraduate students in the thirdyear of study.    課程目標| At the end of the course, the student will be able to:    1.Demonstrate the knowledge of how physical assessment is useful and important  2.Demonstrate the ability of taking history and collecting important healthinformation  3.Demonstrate the ability of using interview, communication, and physicalassessment skills to assess the health problem of client  4.Demonstrate the ability of describing and documenting the findings ofphysical assessment  5.Demonstrate the ability, in both psychomotor practice and writtenassignment, of accurately completing a physical examination and identifyingabnormal findings    課程要求| Lecture, classroom discussion, multi-media demonstration, in-labdemonstration, psychomotor (hands-on) practice, and written assignments.    Office Hours|    參考書目| 1.Bickley, L. S., & Szilagyi, P. G. (2005). Bates’ Guide to PhysicalExamination and History Taking (9th ed.). Philadelphia: Lippincott Williams &Wilkins. (Required Textbook)  2.Jarvis, C. (2003). Physical Examination＆ Health Assessment (4th ed.). St.Louis, MO: Saunders.  3.余家蓉，阮怡菁編譯．(2002). 貝氏身體檢查指引，二版。 Bickley, L. S., & Hoekelman, R. A. 原著BarbaraBates: Guide to Physical Examination and History Taking, 7th ed.。台北：合記。  4.于博芮等編著 (2013) ．身體檢查與評估．台北：永大。  5.邱艷芬(2012) ．身體評估：護理上之應用，第五版．台北：華杏。    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
43437,流行病學研究設計,郭柏秀,"|**課程資訊**        課程名稱| 流行病學研究設計  Study Design of Epidemiology  |    開課學期| 108-1    授課對象| 公共衛生學院  流預所流行病學組    授課教師| [郭柏秀](teacher.php?op=s2&td=849035)    課號| EPM7108    課程識別碼| 849 M0020    班次|    學分| 1.0    全/半年| 半年    必/選修| 必修    上課時間| 星期一3,4(10:20~12:10)    上課地點| 公衛215    備註| 1.流病組碩2必修課程。地點:R215。2.其他系所需經授課教師同意。與于明暉、方啟泰、李文宗、陳為堅、蕭朱杏、林先和、施惟量、杜裕康、林菀俞、盧子彬、江濬如、范怡琴、林瑞祥合授  限碩士班以上  總人數上限：35人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=849M&cou_code=849M0020)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|流行病學研究設計（碩士班）  流行病學專題討論一、二（博士班）    A. 上課時間：每週一早上10：20~12：10  B. 上課地點：公衛211  C. 課程協調老師：郭柏秀、林先和  其他固定參與老師：于明暉、方啟泰、李文宗、金傳春、陳為堅、蕭朱杏、施惟量、廖淑芬、杜裕康、林菀俞、盧子彬  D. 上課學生：流病所流病組碩二、博一、博二  E. 旁聽學生：流病所流病組碩一  F. 課程助教：陳怡婷同學    課程目標| 對碩士生而言，本課程係在上完『流行病學實例研究』之後，進一步為其碩士論文研究之順利完成而開授的課，主要目標有二：  1\. 針對特定主題進行紮實之文獻整理與評論之能力﹔  2\. 提出碩士論文研究之計畫，接受同僚、師長批評與建議。    至於博士生修習此課者，在於藉此精進針對特定主題進行文獻回顧的能力，並學習如何批判性的評估一個論文研究計畫，並給予建設性的意見。    課程要求| A. 第一階段：特定主題文獻回顧  1\. 由每一位修課學生針對一特定主題選取10-15篇論文進行文獻回顧（新入學博士生則針對一篇或數篇特定論文做報告及評論）。  2\.報告人於預定報告之前一週之上課時，提供其所選定之主題之最具參考價值論文一篇，讓課程助教可以公佈在課程網頁，以及於報告前將PPT上傳至討論區，以作為修課同學聽取報告時之準備工作。  3\. 由於文獻回顧所需參考之論文數目較多，因此不像以往書報討論事先指定評論員。但是授課主持人會視情況任意指定在場同學發問或提供意見。  4\. 每人報告之時間約為18-22分鐘（請參見附表），另有5-15分鐘供討論。因此，所用的投影片數目最多請勿超過30張。  5\.鼓勵碩博班同學使用英文報告，若使用中文報告，請在主題文獻回顧最後的總結（或conclusion）用1-3分鐘英文口頭報告，不論使用中文或英文報告皆不影響評分。    B. 第二階段：論文研究計畫報告  1\. 由碩二學生報告其論文研究計畫，計畫摘要（包括：Background/Aims、Materials and Methods、AnticipatedResults、Study Limitation）約500字左右，需於預定報告前一週以電子檔繳交課程助教，讓助教可以公佈在課程網頁。  2\. 博士班評審者上網查詢計畫摘要，以進行課程當中批評。  3\. 報告（印摘要）和評審（印批評）同學應在課程當中印足夠份量的紙本摘要或批評給修課同學及師長們（可請課程助教影印）。    C.課堂參與：  1.上課前請先簽到  2.每位同學報告完會抽出同學發問 (取出不放回).    Office Hours|    參考書目|    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
59609,疫苗學,范怡琴,"|**課程資訊**        課程名稱| 疫苗學  Vaccinology  |    開課學期| 108-1    授課對象| 公共衛生學院  流行病學與預防醫學研究所    授課教師| [范怡琴](teacher.php?op=s2&td=849053)    課號| EPM5027    課程識別碼| 849 U0550    班次|    學分| 2.0    全/半年| 半年    必/選修| 選修    上課時間| 星期二8,9(15:30~17:20)    上課地點| 公衛209    備註| 與林先和合授  總人數上限：24人    Ceiba 課程網頁| <http://ceiba.ntu.edu.tw/1081EPM5027_>    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=849M&cou_code=849U0550)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|疫苗是預防傳染病和相關死亡最具有成本效益的介入措施。本課程主要目標為介紹疫苗學基本概念並協助同學了解疫苗研發和評估基本原理。本課程內容會循序漸進由基本疫苗原理、疫苗效力評估方法、到疫苗設計與研發，並介紹實用的實驗技術和分析方法；最後藉由參訪、參與講座以及邀請專家分享實例，讓學生了解疫苗如何實際應用在疾病預防和疫情控制。    課程目標| 期許學生可透過本課程了解:  1\. 疫苗基礎概念  2\. 疫苗評估和研發原理和方法  3\. 疫苗如何預防疾病和控制疫情    課程要求| 待補    Office Hours| 另約時間 備註： E-mail    參考書目| Bloom, Barry R. The Vaccine Book; Saint Louis Elsevier Science. (2016)  Giesecke, Johan. Modern infectious disease epidemiology; 3th edition; BocaRaton, FL: CRC Press (2017)  Jennifer Hamborsky, Andrew Kroger, Charles (Skip) Wolfe. Epidemiology andprevention of vaccine-preventable diseases: course textbook; 13th edition;Dept. of Health & Human Services, Public Health Service, Centers for DiseaseControl and Prevention. (2015)    指定閱讀| 待補    評量方式  (僅供參考)|   |No.|項目|百分比|說明    |||    1. | 期中考  |30%| 二至十週課程內容    2. | 心得報告  |20%| 兩次心得報告(各1頁A4)    3. | 期末口頭報告  |30%| 疫苗相關主題    4. | 課程參與  |20%|      **課程進度**        週次|日期|單元主題    ||    第1週| 9/10  | 課程介紹    第2週| 9/17  | 疫苗對傳染病流行病學之重要性    第3週| 9/24  | 參與美國公共衛生暨學程學會（Association of Schools & Programs of Public Health,ASPPH）講座: 特定主題演講    第4週| 10/01  | 疫苗如何作用    第5週| 10/08  | 疫苗設計    第6週| 10/15  | 疫苗臨床試驗    第7週| 10/22  | 疫苗保護力和安全性    第8週| 10/29  | 血清流行病學進行疫苗開發和評估    第9週| 11/05  | 專家演講 (李敏西 博士)    第10週| 11/12  | 血清檢測    第11週| 11/19  | 期中考    第12週| 11/26  | 專家演講 (待定)    第13週| 12/03  | 專家演講 (林先和 老師)    第14週| 12/10  | 參與陳拱北講座(12/13): vaccine hesitancy    第15週| 12/17  | 校外參訪    第16週| 12/24  | 學生口頭報告    第17週| 12/31  | 學生口頭報告    第18週| 1/7  | 專家演講 (羅一鈞 副署長)"
84475,生物多樣性概論,丁宗蘇,"|**課程資訊**        課程名稱| 生物多樣性概論  Introductory Biodiversity  |    開課學期| 108-1    授課對象| 生物資源暨農學院  森林環境暨資源學系    授課教師| [丁宗蘇](teacher.php?op=s2&td=605060)    課號| Forest3030    課程識別碼| 605 39400    班次|    學分| 3.0    全/半年| 半年    必/選修| 必修    上課時間| 星期五2,3,4(9:10~12:10)    上課地點| 林一    備註| 森林生物學群、資源保育與管理學群選擇必修。  總人數上限：80人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=6050&cou_code=60539400)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|這門課程不是俗稱「戀愛巴士」、五天四夜台大實驗林走透透的通識課程「森林生物多樣性概論」。這門課每個星期五上午都要上課，沒有野外實習，不是通識課。如果選錯了，請退掉這門課程，再加選「森林生物多樣性概論」。    課程目標|這門課目標在介紹生物多樣性之概念、現象、理論、價值、與經營。本課程分三部份。第一部份闡述生物多樣性之基本概念與現象、及全球與台灣之生態環境與生物多樣性。第二部份介紹有關生物多樣性現象與機制的解釋理論，及生物多樣性可能之生態經濟與文化價值。第三部份則討論生物多樣性之保存與經營利用。    課程要求|這門課不需要先修課程，帶著你的中學生物學的記憶，就足夠了。這門課，不可避免的，還是要有一些要請各位記得的基礎資訊與名詞，我會在上課時、考試前明確告知。但是，請注意，我不希望強調這些或許需要背誦的死資訊，我更希望強調的重點是各位同學的了解與思考。    Office Hours|    參考書目| 待補    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
41247,現代農業體驗二,廖國基,"|**課程資訊**        課程名稱| 現代農業體驗二  Hand-on Experience of Modern Agriculture (Ⅱ)  |    開課學期| 108-1    授課對象| 園藝暨景觀學系    授課教師| [廖國基](teacher.php?op=s2&td=611046)    課號| Agron1011    課程識別碼| 601 10820    班次| 04    學分| 1.0    全/半年| 半年    必/選修| 選修    上課時間| 星期四7,8,9(14:20~17:20)    上課地點|    備註| 生機系學生不得選修，9月12日15:00-15:30在知武館1F穿堂。 參閱分班編組課程週四雙週上課。  限生農學院學生  總人數上限：10人    |    課程簡介影片|    核心能力關聯|  本課程尚未建立核心能力關連    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|一、組名：農業機械組  二、指導教師：廖國基  三、上課地點：生機系  四、名額限制：10人  五、課程簡介：  本單元包括動力引擎和作業機具之原理簡介及實地操作與維修技術的講習。重點以實務為主。修畢此單元後將認識瞭解的機具包括汽油引擎、柴油引擎、耕耘機、曳引機、聯合收穫機、插秧機、噴霧機、犁耙、迥轉犁、割草機、碾米機和乾燥機等其中包括曳引機駕駛訓練。  六、成績評定：  １．實作操練(缺席乙次扣5%) 60%  ２．實習心得報告 40%    課程目標| 待補    課程要求| 待補    Office Hours|    參考書目| 待補    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
89935,藥學研究(三),蕭斐元,|**課程資訊**        課程名稱| 藥學研究(三)  Special Topics (Ⅲ)  |    開課學期| 108-1    授課對象| 藥學系    授課教師| [蕭斐元](teacher.php?op=s2&td=451010)    課號| PHARM5065    課程識別碼| 423 U3730    班次| 06    學分| 3.0    全/半年| 半年    必/選修| 選修    上課時間|    上課地點|    備註| 限學士班六年級以上 且 限本系所學生(含輔系、雙修生)  總人數上限：10人  課程大綱| 目前無該大綱資料！
16583,專題研究一,林維怡,"|**課程資訊**        課程名稱| 專題研究一  Research (Ⅰ)  |    開課學期| 108-1    授課對象| 農藝學系    授課教師| [林維怡](teacher.php?op=s2&td=601075)    課號| Agron4013    課程識別碼| 601 49810    班次| 19    學分| 2.0    全/半年| 半年    必/選修| 選修    上課時間|    上課地點|    備註| 限學士班  限學士班三年級以上  總人數上限：3人    Ceiba 課程網頁| <http://ceiba.ntu.edu.tw/1081Agron4013_19>    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=6010&cou_code=60149810)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|專題研究    課程目標| 待補    課程要求| 待補    Office Hours|    參考書目| 待補    指定閱讀| 待補    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||"
